Channel,Restricted word or phrase,Category,Suggested handling,False-positive risk,Match type,Why it is included,Channel note,Status
X,moron,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,stupid,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,dumb,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,loser,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,pathetic,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,worthless,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,clown,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,trash,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,garbage,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,shut up,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,go away,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,hate you,General harassment,Mute/filter + manual review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,fraud,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,scammer,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,scam artist,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,liar,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,fake,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,incompetent,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,brand ambassador,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,ambassador opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,collaboration offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,collab opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,promo offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,paid promotion,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,shoutout,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,hire me,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,use my services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,my agency,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,our agency,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,my business,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,our services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,book with me,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,contact me instead,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,cheaper service,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,better price,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,website design,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,seo services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,social media services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,marketing services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,lead generation,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,guest post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,backlinks,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,sponsored post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,promote it on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,promote this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,feature this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,home address,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,your address is,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,your phone number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,personal number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,social security,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,ssn,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,bank account,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,routing number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,credit card number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,private email,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
X,password,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Muted words reduce visibility but may not remove replies from others; hide/report manually when needed.,Active
Threads,dm me,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,dm us,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,message me,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,message us,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,check your dm,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,check your inbox,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,check my profile,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,visit my profile,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,click my bio,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,link in bio,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,follow for follow,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,follow4follow,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,f4f,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,like for like,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,l4l,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,free followers,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,buy followers,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,gain followers,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,get verified,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,verification service,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,crypto,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,bitcoin,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,forex,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,investment opportunity,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,guaranteed returns,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,passive income,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,easy money,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,make money fast,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,cash app,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,cashapp,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,venmo me,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,wire transfer,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,gift card,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,account recovery,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,recover your account,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,account suspended,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,copyright violation,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,official support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,customer support agent,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,verification team,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,meta support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,instagram support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,facebook support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,tiktok support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,account warning,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,account violation,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,confirm your account,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,verify your identity,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,verify your page,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,appeal here,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,copyright appeal,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,login code,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,security code,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,authentication code,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,porn,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,porno,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,nudes,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,nude pics,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,send nudes,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,sex tape,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,xxx,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,nsfw,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,escort,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,hookup,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,sugar daddy,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,sugar baby,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,onlyfans,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,only fans,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,kill yourself,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,kys,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,I know where you live,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,dox,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,doxx,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,expose you,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,ruin you,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,idiot,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,moron,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,stupid,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,dumb,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,loser,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,pathetic,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,worthless,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,clown,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,trash,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,garbage,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,shut up,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,go away,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,hate you,General harassment,Auto-hide,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,fraud,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,scammer,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,scam artist,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,liar,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,fake,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,incompetent,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,brand ambassador,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,ambassador opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,collaboration offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,collab opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,promo offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,paid promotion,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
